hhid14_9,edu_level,pidlink
247100000,1,247100004
247100000,2,247100004
247100000,3,247100004
247100000,1,247100006
247100000,2,247100006
247100000,3,247100006
247110000,1,247110005
247110000,2,247110005
247110000,3,247110005
247120003,1,247120003
247120003,2,247120003
247120000,1,247120009
247120000,2,247120009
247120000,3,247120009
247120003,1,247125203
247120003,2,247125203
247120003,3,247125203
247120005,1,247125303
247120005,2,247125303
247130000,1,247130003
247130000,2,247130003
247130000,1,247130004
247130000,2,247130004
247140000,1,247140008
247140000,2,247140008
247154100,1,247150007
247154100,2,247150007
247154100,3,247150007
247150000,1,247150009
247150000,2,247150009
247154100,1,247154105
247154100,2,247154105
247190000,1,247190007
247190000,2,247190007
247190000,3,247190007
247210000,2,247210006
247210000,,247210006
247220003,1,247225102
247220003,2,247225102
247230005,1,247230005
247230005,2,247230005
247230005,3,247230005
247230005,4,247230005
247240000,1,247240006
247240000,2,247240006
247240000,3,247240006
247270000,1,247270005
247270000,2,247270005
247270000,3,247270005
247284200,3,247280005
247284200,4,247280005
247284200,,247280005
247284200,,247280005
247290000,4,247290005
247290000,,247290005
247290000,,247290005
247290000,,247290005
247300000,4,247300005
247300000,,247300005
247300000,,247300005
247300000,,247300005
248020003,3,248020003
248020003,,248020003
248020003,,248020003
248040000,1,248040007
248040000,2,248040007
248040000,3,248040007
248040000,1,248040008
248040000,2,248040008
248040000,3,248040008
248041100,1,248041103
248041100,2,248041103
248041100,3,248041103
248040000,1,248041203
248040000,2,248041203
248040000,3,248041203
248060000,1,248060010
248060000,2,248060010
248060005,1,248065102
248060005,2,248065102
248060005,3,248065102
248060005,4,248065102
248080000,3,248080003
248080000,4,248080003
248080000,,248080003
248080000,,248080003
248080000,1,248080004
248080000,2,248080004
248080000,3,248080004
248080000,4,248080004
248100000,1,248100006
248100000,2,248100006
248100000,3,248100006
248110005,1,248110005
248110005,2,248110005
248111100,1,248111105
248111100,2,248111105
248111100,3,248111105
248120000,1,248120009
248123101,1,248123103
248123101,2,248123103
248123101,3,248123103
248170000,1,248170007
248170000,2,248170007
248173100,1,248173103
248173100,2,248173103
248173100,3,248173103
248173100,1,248173104
248173100,2,248173104
248173100,3,248173104
248180003,4,248180003
248180003,,248180003
248180003,,248180003
248180003,,248180003
248180000,4,248180004
248180000,,248180004
248180000,,248180004
248180000,,248180004
248180003,1,248185102
248180003,2,248185102
248180003,3,248185102
249010009,1,249010009
249010009,2,249010009
249010009,3,249010009
249010000,1,249010012
249010000,2,249010012
249010000,3,249010012
249013100,1,249013105
249013100,2,249013105
249013100,3,249013105
249020000,2,249020004
249020000,,249020004
249030000,1,249030006
249030000,2,249030006
249030005,1,249035201
249050003,1,249055102
249050003,2,249055102
249100000,1,249060004
249100000,2,249060004
249100000,3,249060004
249070000,3,249070007
249070000,,249070007
249070000,,249070007
249070000,1,249070013
249070000,2,249070013
249070000,3,249070013
249070000,1,249070014
249070000,2,249070014
249071106,1,249071106
249071106,2,249071106
249071106,3,249071106
249071106,1,249075201
249071106,2,249075201
249071106,3,249075201
249080003,4,249080003
249080003,,249080003
249080003,,249080003
249080003,,249080003
249080005,4,249080005
249080005,,249080005
249080005,,249080005
249080005,,249080005
249080000,1,249080008
249080000,2,249080008
249080000,1,249080011
249080000,2,249080011
249080000,3,249080011
249080003,1,249085102
249080003,2,249085102
249080003,3,249085102
249080003,4,249085102
249080005,1,249085205
249080005,2,249085205
249080005,3,249085205
249090005,1,249090005
249090005,2,249090005
249090005,3,249090005
249094100,1,249094103
249094100,2,249094103
249100004,1,249105102
249100004,2,249105102
249100004,3,249105102
249100004,4,249105102
249110000,1,249110004
249110000,2,249110004
249110000,3,249110004
249110000,4,249110004
249110005,1,249110005
249110005,2,249110005
249110005,3,249110005
249110005,4,249110005
249110000,1,249110007
249110000,2,249110007
249110000,3,249110007
249110000,4,249110007
249120000,3,249120004
249120000,,249120004
249120000,,249120004
249120000,1,249120005
249120000,2,249120005
249120000,3,249120005
249120003,1,249125101
249120003,2,249125101
249120003,3,249125101
249130006,1,249130006
249130006,1,249130010
249130006,2,249130010
249130006,3,249130010
249140000,2,249140004
249140000,3,249140004
249140000,,249140004
249160006,1,249160006
249160006,2,249160006
249160006,3,249160006
249160007,1,249160007
249160007,2,249160007
249160007,3,249160007
249163100,3,249163102
249163100,,249163102
249163100,,249163102
249170003,3,249170003
249170003,4,249170003
249170003,,249170003
249170003,,249170003
249170004,1,249170004
249170004,2,249170004
249170004,3,249170004
249170003,1,249175101
249170003,2,249175101
249170003,3,249175101
249170003,4,249175101
249210000,1,249210006
249210000,2,249210006
249210000,3,249210006
249220006,1,249220006
249220006,2,249220006
249220006,3,249220006
249240000,3,249240003
249240000,,249240003
249240000,,249240003
249240000,1,249240004
249240000,2,249240004
249240000,3,249240004
249240000,1,249240005
249240000,2,249240005
249240000,3,249240005
249250000,1,249250005
249250000,2,249250005
249264100,1,249260007
249264100,2,249260007
249264100,3,249260007
249263100,4,249263102
249263100,,249263102
249263100,,249263102
249263100,,249263102
249274300,3,249270007
249274300,4,249270007
249274300,,249270007
249274300,,249270007
249273203,1,249273203
249273203,2,249273203
249273203,3,249273203
249270006,1,249275102
249270006,2,249275102
249270006,3,249275102
249270006,4,249275102
249293100,1,249293107
249293100,2,249293107
249293100,3,249293107
250014100,2,250010006
250014100,,250010006
250014100,2,250010007
250014100,,250010007
250010000,1,250010008
250014100,1,250010011
250014100,2,250010011
250014100,3,250010011
250010000,1,250010013
250010000,2,250010013
250030000,1,250030008
250040000,1,250040004
250053100,1,250050006
250053100,2,250050006
250053100,1,250053104
250053100,2,250053104
250060000,1,250060004
250060000,2,250060004
250060000,3,250060004
250060000,4,250060004
250090010,1,250090010
250090011,1,250090011
250100000,1,250104103
250100000,2,250104103
250110000,1,250110004
250120000,1,250120003
250120000,2,250120003
250160004,1,250160004
250160007,2,250160007
250160007,,250160007
250163104,1,250163104
250163104,2,250163104
250163104,3,250163104
250160003,1,250165102
250160003,2,250165102
250160003,3,250165102
250160003,1,250165103
250160003,2,250165103
250160003,3,250165103
250163104,1,250165502
250163104,2,250165502
250190000,1,250190011
250210000,1,250210009
250210000,2,250210009
250220000,1,250220005
250220000,2,250220005
250280000,1,250280009
250280000,2,250280009
250283100,1,250283104
250283100,2,250283104
250283100,1,250283105
250304200,1,250300005
250300000,1,250300007
250300000,2,250300007
250300000,1,250300011
250420000,1,250420009
251010000,4,251010004
251010000,,251010004
251010000,,251010004
251010000,,251010004
251010000,3,251010005
251010000,,251010005
251010000,,251010005
251010000,1,251010007
251010000,2,251010007
251010000,3,251010007
251030005,1,251030005
251030005,2,251030005
251030000,1,251030007
251030000,2,251030007
251050000,1,251050004
251060003,1,251060003
251090000,1,251090009
251100003,1,251105102
251130000,1,251130005
251130000,2,251130005
251130000,1,251130007
251130000,2,251130007
251144100,1,251140012
251144100,2,251140012
251150006,3,251150006
251150006,,251150006
251150006,,251150006
251150000,1,251150007
251150000,2,251150007
251150006,1,251155102
251150006,2,251155102
251160004,1,251160004
251160004,2,251160004
251160000,1,251160009
251160000,2,251160009
251160000,1,251160010
251174100,2,251170005
251174100,3,251170005
251174100,,251170005
251170000,1,251170006
251170000,2,251170006
251170000,3,251170006
251170000,4,251170006
251174100,1,251174102
251174100,2,251174102
251174100,3,251174102
251190000,1,251190006
251190000,2,251190006
251240000,1,251240009
251250000,1,251250006
251250000,2,251250006
251250000,3,251250006
251250000,1,251250007
251280006,1,251280006
251280000,1,251280008
251280000,2,251280008
251280000,3,251280008
251280009,1,251280009
251280009,2,251280009
251280009,3,251280009
251280000,1,251280011
251280000,2,251280011
251283200,1,251283204
251283300,1,251283305
251283300,2,251283305
251283300,1,251283306
251283300,2,251283306
252044200,4,252040004
252044200,,252040004
252044200,,252040004
252044200,,252040004
252040005,4,252040005
252040005,,252040005
252040005,,252040005
252040005,,252040005
252040006,1,252040006
252040006,2,252040006
252040006,3,252040006
252040006,4,252040006
252044100,1,252040008
252044100,2,252040008
252044100,3,252040008
252044100,4,252040008
252040005,1,252045202
252040005,2,252045202
252040005,3,252045202
252040006,1,252045303
252040006,2,252045303
252040006,3,252045303
252040006,4,252045303
252050000,3,252050005
252050000,,252050005
252050000,,252050005
252060005,1,252060005
252060005,2,252060005
252060005,3,252060005
252070000,3,252070004
252070000,,252070004
252070000,,252070004
252070000,3,252070005
252070000,,252070005
252070000,,252070005
252090000,1,252090005
252090000,2,252090005
252090000,3,252090005
252100000,4,252100003
252100000,,252100003
252100000,,252100003
252100000,,252100003
252100000,1,252100005
252100000,2,252100005
252100000,3,252100005
252110005,1,252115202
252110005,2,252115202
252110005,3,252115202
252120000,3,252120002
252120000,4,252120002
252120000,,252120002
252120000,,252120002
252130000,3,252130003
252130000,,252130003
252130000,,252130003
252144100,4,252140003
252144100,,252140003
252144100,,252140003
252144100,,252140003
252144200,3,252140004
252144200,4,252140004
252144200,,252140004
252144200,,252140004
252144100,1,252144102
252144100,2,252144102
252144100,3,252144102
252144100,4,252144102
252150000,2,252150003
252150000,3,252150003
252150000,,252150003
252164100,1,252160007
252164100,2,252160007
252164100,3,252160007
252160000,1,252160008
252160000,2,252160008
252160000,3,252160008
252160000,4,252160008
252163200,1,252163202
252163200,2,252163202
252163200,3,252163202
252163200,4,252163202
252163200,1,252163205
252163200,2,252163205
252163200,3,252163205
252163200,4,252163205
252174100,1,252170003
252174100,2,252170003
252174100,3,252170003
252174100,4,252170003
252170004,1,252175101
252170004,2,252175101
252170004,3,252175101
252170004,4,252175101
252170005,1,252175201
252170005,2,252175201
252170005,3,252175201
252170005,4,252175201
252180000,1,252180003
252180000,2,252180003
252180000,3,252180003
252180000,4,252180003
252180000,1,252180004
252180000,2,252180004
252180000,3,252180004
252180000,1,252180007
252180000,2,252180007
252180000,3,252180007
252190005,1,252190005
252190005,2,252190005
252190005,3,252190005
252190003,1,252195102
252190005,1,252195204
252190005,2,252195204
252190005,3,252195204
252200000,1,252200003
252200000,2,252200003
252200000,3,252200003
252200000,4,252200003
252200000,1,252200004
252200000,2,252200004
252200000,3,252200004
252210000,3,252210003
252210000,,252210003
252210000,,252210003
252210000,1,252210004
252210000,2,252210004
252210000,3,252210004
252230000,1,252230006
252230000,2,252230006
252230004,1,252235102
252230004,2,252235102
252230004,3,252235102
252240005,1,252240005
252240005,2,252240005
252240000,1,252240008
252240005,1,252245101
252240005,2,252245101
252240005,3,252245101
252240005,1,252245103
252240005,2,252245103
252240005,3,252245103
252250000,1,252250005
252250000,2,252250005
252250000,3,252250005
252250000,4,252250005
252250000,1,252250006
252250000,2,252250006
252250000,3,252250006
252250000,4,252250006
252250000,1,252250007
252250000,2,252250007
252250000,1,252250008
252250000,2,252250008
252250000,3,252250008
252250000,4,252250008
252270000,1,252270004
252270000,2,252270004
252270000,3,252270004
252270000,1,252270006
252270000,2,252270006
252270000,3,252270006
252270000,1,252270007
252270000,2,252270007
252270000,3,252270007
252280000,4,252280004
252280000,,252280004
252280000,,252280004
252280000,,252280004
252283100,1,252280006
252283100,2,252280006
252283100,3,252280006
252280000,1,252280007
252280000,2,252280007
252294100,1,252290004
252294100,2,252290004
252294100,3,252290004
252290003,1,252295102
252290003,2,252295102
252300000,1,252300004
253010003,3,253010003
253010003,,253010003
253010003,,253010003
253010004,3,253010004
253010004,4,253010004
253010004,,253010004
253010004,,253010004
253020000,1,253020009
253020000,2,253020009
253020000,3,253020009
253020000,4,253020009
253024100,1,253024103
253024100,2,253024103
253024100,3,253024103
253050000,1,253050006
253050000,2,253050006
253070000,1,253070006
253070000,2,253070006
253070000,3,253070006
253070000,4,253070006
253090000,1,253090005
253090000,2,253090005
253090000,3,253090005
253090000,4,253090005
253110006,4,253110006
253110006,,253110006
253110006,,253110006
253110006,,253110006
253123100,3,253120006
253123100,4,253120006
253123100,,253120006
253123100,,253120006
253133200,1,253133203
253133200,2,253133203
253133200,3,253133203
253154100,1,253150007
253154100,2,253150007
253154100,3,253150007
253161100,1,253161109
253161100,2,253161109
253161100,3,253161109
253160005,1,253165102
253160005,2,253165102
253160009,1,253165202
253160009,2,253165202
253160009,3,253165202
253180006,1,253180006
253180006,2,253180006
253180006,3,253180006
253191200,2,253190010
253191200,,253190010
253191100,2,253190012
253191100,3,253190012
253191100,,253190012
253191100,1,253191104
253191100,2,253191104
253191200,1,253191204
253191200,2,253191204
253191200,3,253191204
253193100,1,253193103
253193100,2,253193103
253193100,3,253193103
254014200,1,254010004
254014200,2,254010004
254014200,3,254010004
254014200,1,254010005
254014200,2,254010005
254014200,3,254010005
254020003,4,254020003
254020003,,254020003
254020003,,254020003
254020003,,254020003
254040000,1,254040001
254040000,2,254040001
254040000,3,254040001
254040000,1,254040002
254084300,4,254080005
254084300,,254080005
254084300,,254080005
254084300,,254080005
254083203,1,254083203
254083203,2,254083203
254083203,3,254083203
254083203,4,254083203
254083200,1,254083204
254083200,2,254083204
254083200,3,254083204
254090000,1,254090004
254090000,2,254090004
254090000,3,254090004
254090000,4,254090004
254090000,1,254090006
254090000,2,254090006
254090000,3,254090006
254093103,1,254093103
254093103,2,254093103
254093103,3,254093103
254090005,1,254095101
254090005,2,254095101
254090005,3,254095101
254090005,4,254095101
254100006,1,254105102
254100006,2,254105102
254100006,3,254105102
254110000,1,254110005
254110000,2,254110005
254120004,3,254120004
254120004,,254120004
254120004,,254120004
254120003,1,254125101
254120003,2,254125101
254120003,3,254125101
254120004,1,254125202
254120004,2,254125202
254140000,1,254140004
254140000,2,254140004
254160000,4,254160004
254160000,,254160004
254160000,,254160004
254160000,,254160004
254173100,1,254170006
254173100,2,254170006
254173100,3,254170006
254173100,4,254170006
254190000,3,254190008
254190000,,254190008
254190000,,254190008
254190000,1,254191107
254190000,2,254191107
254190000,3,254191107
254200000,4,254200005
254200000,,254200005
254200000,,254200005
254200000,,254200005
255010006,3,255010006
255010006,,255010006
255010006,,255010006
255011100,1,255011104
255011100,2,255011104
255011100,3,255011104
255011100,1,255011105
255011100,2,255011105
255011100,3,255011105
255010005,1,255015103
255010005,2,255015103
255010005,3,255015103
255024100,1,255024103
255024100,2,255024103
255024100,3,255024103
255030000,1,255030004
255030000,2,255030004
255030000,3,255030004
255040000,1,255040004
255040000,1,255040005
255040000,2,255040005
255040002,1,255045102
255040002,2,255045102
255040002,3,255045102
255063200,1,255060007
255063200,2,255060007
255063200,3,255060007
255063200,4,255060007
255063100,1,255063103
255063100,2,255063103
255070000,1,255070004
255070000,2,255070004
255070000,3,255070004
255081100,2,255080003
255081100,3,255080003
255081100,,255080003
255084100,1,255080006
255084100,2,255080006
255084100,3,255080006
255081100,1,255081103
255081100,2,255081103
255081100,3,255081103
255084100,1,255084103
255084100,2,255084103
255120000,3,255120004
255120000,,255120004
255120000,,255120004
255120000,1,255120005
255120000,2,255120005
255120000,3,255120005
255120003,1,255125101
255120003,2,255125101
255120003,3,255125101
255134100,4,255130006
255134100,,255130006
255134100,,255130006
255134100,,255130006
255170000,1,255170003
255170000,2,255170003
255170000,3,255170003
255170000,4,255170003
255180000,1,255180005
255180000,2,255180005
255180000,3,255180005
255180000,1,255180009
255180000,2,255180009
255180000,3,255180009
255184200,1,255184206
255184200,2,255184206
255184200,3,255184206
255184200,1,255184208
255201100,1,255201106
255201100,2,255201106
255201100,3,255201106
256010000,4,256010003
256010000,,256010003
256010000,,256010003
256010000,,256010003
256010000,1,256010005
256010000,2,256010005
256010000,3,256010005
256030000,3,256030005
256030000,,256030005
256030000,,256030005
256030003,1,256035102
256030003,2,256035102
256030003,3,256035102
256120000,3,256120004
256120000,,256120004
256120000,,256120004
256120000,1,256120005
256120000,2,256120005
256120000,3,256120005
256140000,1,256140010
256140000,2,256140010
256160006,1,256160006
256160006,2,256160006
256160006,3,256160006
256160006,4,256160006
256160000,1,256160007
256160000,2,256160007
256160000,3,256160007
256160000,1,256160008
256160000,2,256160008
256160000,3,256160008
256170004,4,256170004
256170004,,256170004
256170004,,256170004
256170004,,256170004
256170004,1,256175104
256170004,2,256175104
256170004,3,256175104
256170004,4,256175104
256190000,1,256190006
256190000,2,256190006
256200006,1,256200006
256200006,2,256200006
256200006,3,256200006
256200000,1,256200013
256200006,1,256205102
256200006,2,256205102
256200006,3,256205102
257010000,1,257010013
257010000,2,257010013
257010000,3,257010013
257010000,4,257010013
257010000,1,257010014
257010000,2,257010014
257010000,3,257010014
257011100,1,257011103
257011100,2,257011103
257011100,3,257011103
257011100,1,257011104
257011100,2,257011104
257011100,3,257011104
257020003,3,257020003
257020003,,257020003
257020003,,257020003
257020000,1,257020004
257020000,2,257020004
257020000,3,257020004
257020003,1,257025102
257020003,2,257025102
257020003,3,257025102
257040000,3,257040004
257040000,,257040004
257040000,,257040004
257040000,1,257040005
257040000,2,257040005
257040000,3,257040005
257050000,4,257050005
257050000,,257050005
257050000,,257050005
257050000,,257050005
257050000,1,257050007
257050000,2,257050007
257050000,3,257050007
257050000,1,257050008
257050000,2,257050008
257061100,4,257060008
257061100,,257060008
257061100,,257060008
257061100,,257060008
257061100,4,257060009
257061100,,257060009
257061100,,257060009
257061100,,257060009
257061100,1,257061104
257061100,2,257061104
257061100,3,257061104
257063100,1,257063101
257063100,2,257063101
257063100,1,257063103
257063100,2,257063103
257063100,3,257063103
257063200,1,257063204
257070000,4,257070004
257070000,,257070004
257070000,,257070004
257070000,,257070004
257070000,1,257070005
257070000,2,257070005
257074100,1,257074102
257074100,2,257074102
257074100,3,257074102
257074100,4,257074102
257093100,1,257090003
257093100,2,257090003
257093100,3,257090003
257093103,1,257093103
257093103,2,257093103
257093103,3,257093103
257100000,1,257100009
257100000,2,257100009
257100000,3,257100009
257124200,1,257123105
257124200,2,257123105
257124200,3,257123105
257124200,4,257123105
257123200,1,257123203
257123200,2,257123203
257123200,3,257123203
257123204,1,257123204
257123204,2,257123204
257150006,2,257150006
257150006,3,257150006
257150006,,257150006
257150006,1,257155201
257150006,2,257155201
257160000,1,257160001
257160000,2,257160001
257160000,3,257160001
257160000,1,257160008
257160000,2,257160008
257160000,3,257160008
257163200,1,257160010
257163200,2,257160010
257163200,3,257160010
257160000,1,257160011
257160000,2,257160011
257163103,1,257163103
257163103,2,257163103
257163100,1,257163104
257163100,2,257163104
257163100,3,257163104
257163300,1,257163305
257163300,2,257163305
257163103,1,257165204
257180003,1,257180003
257180003,2,257180003
257180003,3,257180003
257180003,4,257180003
257180003,1,257185101
257180003,2,257185101
257180003,3,257185101
257190000,3,257190005
257190000,,257190005
257190000,,257190005
257190000,1,257190006
257190000,2,257190006
257190000,3,257190006
257190000,1,257190010
257190000,2,257190010
258014200,1,258010008
258014200,2,258010008
258014200,3,258010008
258014100,1,258010009
258014100,2,258010009
258014100,3,258010009
258010000,1,258010010
258010000,2,258010010
258010000,3,258010010
258014200,1,258014205
258014200,2,258014205
258030006,3,258030006
258030006,4,258030006
258030006,,258030006
258030006,,258030006
258040000,1,258040006
258040000,2,258040006
258040000,3,258040007
258040000,,258040007
258040000,,258040007
258040000,1,258040011
258040000,2,258040011
258040000,3,258040011
258043100,1,258043104
258043100,2,258043104
258043100,3,258043104
258080000,1,258080008
258080000,2,258080008
258080000,3,258080008
258080004,1,258085102
258080006,1,258085201
258080006,2,258085201
258080006,3,258085201
258100000,1,258100004
258100000,2,258100004
258110005,1,258110005
258110005,2,258110005
258110005,3,258110005
258113200,1,258113204
258113200,2,258113204
258113200,3,258113204
258113200,1,258113210
258113200,2,258113210
258113200,3,258113210
258130000,1,258130006
258130000,2,258130006
258130000,3,258130006
258131101,1,258131103
258131101,2,258131103
258131101,3,258131103
258140000,1,258140004
258150000,1,258150007
258150000,2,258150007
258150000,3,258150007
258150000,1,258150008
258150000,2,258150008
258150000,3,258150008
258180000,1,258180005
258180000,2,258180005
258180000,3,258180005
258190000,1,258190004
258190000,2,258190004
258190000,3,258190004
258190000,4,258190004
258190000,1,258190005
258190000,2,258190005
258190000,3,258190005
258200003,1,258200003
258200003,2,258200003
258200003,3,258200003
258200003,4,258200003
258200004,1,258200004
258200004,2,258200004
258200004,3,258200004
258200000,1,258200005
258200000,2,258200005
258200000,3,258200005
258200003,1,258205102
258200003,2,258205102
258200003,3,258205102
258200004,1,258205202
258200004,2,258205202
258200004,3,258205202
259013200,1,259010004
259013200,2,259010004
259013200,3,259010004
259013200,4,259010004
259013100,1,259010006
259013100,2,259010006
259013100,3,259010006
259013100,1,259010007
259013100,2,259010007
259013100,3,259010007
259010005,1,259015102
259010005,2,259015102
259010005,3,259015102
259060000,1,259060004
259060000,2,259060004
259060000,3,259060004
259103100,1,259103103
259103100,2,259103103
259103100,3,259103103
259103100,4,259103103
259131100,1,259130004
259131100,2,259130004
259131100,3,259130004
259130003,1,259130010
259130003,2,259130010
259130003,3,259130010
259130000,1,259130011
259130000,2,259130011
259131100,1,259131102
259131100,2,259131102
259131100,3,259131102
259131100,4,259131102
259160002,1,259160002
259160002,2,259160002
259160002,3,259160002
259160000,1,259160006
259160000,2,259160006
259160000,3,259160006
259160002,1,259165101
259160002,2,259165101
259160002,3,259165101
259171100,1,259170003
259171100,2,259170003
259171100,3,259170003
259171100,1,259170008
259171100,2,259170008
259171100,3,259170008
259171100,4,259170008
259174100,1,259170009
259174100,2,259170009
259174100,3,259170009
259174100,1,259170011
259174100,2,259170011
259174100,3,259170011
259171100,1,259171103
259171100,2,259171103
259171100,3,259171103
260010000,1,260010005
260010000,2,260010005
260010000,3,260010005
260010000,4,260010005
260030000,1,260030003
260030000,2,260030003
260030000,3,260030003
260070004,1,260070010
260070004,2,260070010
260070004,3,260070010
260070004,1,260070012
260070004,2,260070012
260070004,3,260070012
260074100,1,260070013
260074100,2,260070013
260074100,3,260070013
260070007,1,260075202
260070007,2,260075202
260070007,3,260075202
260070008,1,260075301
260070008,2,260075301
260070008,3,260075301
260110003,1,260110003
260110003,2,260110003
260110003,3,260110003
260110003,4,260110003
260110003,1,260110004
260110003,2,260110004
260110003,3,260110004
260110003,1,260110005
260110003,2,260110005
260110003,3,260110005
260110003,1,260110006
260110003,2,260110006
260110003,3,260110006
260140000,1,260140003
260140000,2,260140003
260140000,1,260140006
260140000,2,260140006
260140000,3,260140006
260143103,1,260143103
260143103,2,260143103
260143103,3,260143103
261020000,1,261020012
261020000,2,261020012
261020000,3,261020012
261023200,1,261023203
261023200,2,261023203
261023200,3,261023203
261030007,4,261030007
261030007,,261030007
261030007,,261030007
261030007,,261030007
261030008,1,261030008
261030008,2,261030008
261030008,3,261030008
261030008,4,261030008
261033100,1,261033103
261033100,2,261033103
261033100,3,261033103
261033100,4,261033103
261030007,1,261035201
261030007,2,261035201
261030007,3,261035201
261030007,4,261035201
261053100,1,261053103
261053100,2,261053103
261053100,3,261053103
261060000,1,261060005
261060000,2,261060005
261060000,3,261060005
261080002,3,261080004
261080002,4,261080004
261080002,,261080004
261080002,,261080004
261080002,1,261085102
261080002,2,261085102
261080002,3,261085102
261080002,4,261085102
261140006,1,261145102
261140006,2,261145102
261140006,3,261145102
261150000,1,261150010
261150000,2,261150010
261150000,3,261150010
261160000,3,261160003
261160000,4,261160003
261160000,,261160003
261160000,,261160003
261160000,1,261160004
261160000,2,261160004
261160000,3,261160004
261160000,1,261160007
261160000,2,261160007
261160000,3,261160007
261160000,1,261160008
261160000,2,261160008
261160000,3,261160008
261160000,4,261160008
261170000,4,261170004
261170000,,261170004
261170000,,261170004
261170000,,261170004
261180003,4,261180003
261180003,,261180003
261180003,,261180003
261180003,,261180003
261190000,1,261190005
261190000,2,261190005
261190000,3,261190005
261190000,1,261190007
261190000,2,261190007
261190000,3,261190007
262020003,2,262020003
262020003,3,262020003
262020003,,262020003
262020000,1,262020004
262030000,3,262030006
262030000,,262030006
262030000,,262030006
262030000,1,262030008
262030000,2,262030008
262030000,3,262030008
262040006,3,262040006
262040006,4,262040006
262040006,,262040006
262040006,,262040006
262040000,1,262040008
262040000,2,262040008
262040000,3,262040008
262040000,1,262040009
262040000,2,262040009
262040000,3,262040009
262054100,1,262054103
262054100,2,262054103
262054100,3,262054103
262070000,2,262070004
262070000,3,262070004
262070000,,262070004
262070000,1,262070005
262090000,3,262090004
262090000,,262090004
262090000,,262090004
262100000,2,262100005
262100000,3,262100005
262100000,4,262100005
262100000,,262100005
262100004,1,262105102
262100004,2,262105102
262100004,3,262105102
262124100,3,262120003
262124100,,262120003
262124100,,262120003
262124100,1,262124102
262124100,2,262124102
262124200,1,262124201
262124200,2,262124201
262124200,1,262124202
262143100,1,262140005
262143100,1,262143106
262143100,2,262143106
262143100,3,262143106
262170000,1,262170005
262170000,2,262170005
262170000,3,262170005
262180000,1,262180005
262180000,2,262180005
262180006,1,262180006
262180006,2,262180006
262183100,1,262183103
262183100,2,262183103
262183100,3,262183103
262180006,1,262185101
262180006,2,262185101
262190004,1,262190004
262190000,1,262190005
262190000,2,262190005
262190000,3,262190005
262200000,1,262200003
262200000,2,262200003
262200000,3,262200003
263010000,1,263010004
263010000,2,263010004
263010000,3,263010004
263020004,3,263020004
263020004,,263020004
263020004,,263020004
263020003,1,263025104
263020003,2,263025104
263020003,3,263025104
263020003,4,263025104
263020004,1,263025204
263020004,2,263025204
263020004,3,263025204
263020004,4,263025204
263030000,1,263030004
263030000,2,263030004
263030000,3,263030004
263030000,1,263030005
263030000,2,263030005
263030000,3,263030005
263040010,1,263040010
263040010,2,263040010
263040010,3,263040010
263040010,4,263040010
263053103,1,263053103
263053103,2,263053103
263053103,3,263053103
263080000,1,263080006
263080000,2,263080006
263080000,3,263080006
263090000,1,263090008
263090000,2,263090008
263090000,3,263090008
263110000,1,263110007
263110000,2,263110007
263110000,3,263110007
263124100,4,263120005
263124100,,263120005
263124100,,263120005
263124100,,263120005
263123100,1,263123103
263123100,2,263123103
263123100,3,263123103
263140003,3,263140003
263140003,4,263140003
263140003,,263140003
263140003,,263140003
263150000,1,263150008
263164100,3,263160003
263164100,,263160003
263164100,,263160003
263160005,1,263160005
263160005,2,263160005
263160005,3,263160005
263160005,4,263160005
263164100,1,263164104
263164100,2,263164104
263164100,3,263164104
263170006,1,263170006
263170006,2,263170006
263170006,3,263170006
263170006,4,263170006
263170000,1,263170011
263170000,2,263170011
263170000,3,263170011
263173103,1,263173103
263173103,2,263173103
263173103,3,263173103
263180003,1,263180003
263180003,2,263180003
263180003,3,263180003
263180000,1,263180009
263180000,2,263180009
263180000,3,263180009
263180003,1,263185101
263180003,2,263185101
263180003,3,263185101
263240003,1,263240003
263240003,2,263240003
263240003,3,263240003
263240003,4,263240003
263240003,1,263245104
263240003,2,263245104
263240003,3,263245104
263240003,4,263245104
263250000,1,263250005
263253100,1,263253103
263253100,2,263253103
263253100,3,263253103
263274100,4,263270003
263274100,,263270003
263274100,,263270003
263274100,,263270003
263270006,1,263270006
263270006,2,263270006
263270006,3,263270006
263270006,4,263270006
263274100,1,263274102
263274100,2,263274102
263274100,3,263274102
263274100,4,263274102
263280003,3,263280003
263280003,,263280003
263280003,,263280003
263280000,1,263280005
263280000,2,263280005
263280000,3,263280005
263280000,1,263280006
263280000,2,263280006
263280000,3,263280006
263090000,4,263290003
263090000,,263290003
263090000,,263290003
263090000,,263290003
263301100,1,263301104
263301100,2,263301104
263411100,1,263410006
263411100,2,263410006
263411100,3,263410006
263421100,3,263420005
263421100,4,263420005
263421100,,263420005
263421100,,263420005
263421100,1,263421104
263421100,2,263421104
263421100,3,263421104
264040000,4,264040003
264040000,,264040003
264040000,,264040003
264040000,,264040003
264040000,3,264040004
264040000,,264040004
264040000,,264040004
264040000,1,264040007
264040000,2,264040007
264040000,3,264040007
264040000,4,264040007
264053100,1,264053103
264053100,2,264053103
264053100,3,264053103
264050007,1,264055103
264050007,2,264055103
264050007,3,264055103
264050007,4,264055103
264070000,1,264070008
264070000,2,264070008
264070000,3,264070008
264070003,1,264075104
264070003,2,264075104
